,bike_name,price,kms_driven,owner,age,power,brand
3699,Kawasaki Ninja 650cc,289000,18000,Second,7,650,Kawasaki
3700,Hero Splendor Plus,18000,17989,First,11,100,Hero
3701,Bajaj CT 100,35000,15000,First,5,100,Bajaj
3702,Yamaha YZF-R15 150cc,30000,27000,First,12,150,Yamaha
3703,Kawasaki ER-6n 650cc,280000,20785,First,6,650,Kawasaki
3704,Royal Enfield Bullet,85000,11766,First,8,350,Royal Enfield
3705,Hero Glamour 125cc,34000,23188,First,5,125,Hero
3706,Hero CBZ Xtreme,15000,27599,First,9,150,Hero
3707,TVS Jive 110cc,12000,14333,First,10,110,TVS
3708,Yamaha Fazer 150cc,34000,12580,First,8,150,Yamaha
3709,Bajaj Discover 125M,18000,67714,First,7,125,Bajaj
3710,Triumph Thruxton R,950000,4600,First,4,1200,Triumph
3711,Bajaj CT 100,22000,13496,First,3,100,Bajaj
3712,Yamaha YZF-R15 150cc,40000,47486,Second,11,150,Yamaha
3713,Hero Splendor 100cc,14500,78882,First,18,100,Hero
3714,Hero Karizma R,49000,21000,First,6,223,Hero
3715,Honda Dream Yuga,28000,23000,First,10,110,Honda
3716,KTM Duke 390cc,263000,1178,First,2,390,KTM
3717,Honda CBR 250R,62000,40000,Second,9,250,Honda
3718,Yamaha YZF-R15 2.0,65300,40000,First,6,150,Yamaha
3719,Yamaha YZF-R15 150cc,39000,29570,Third,12,150,Yamaha
3720,Yamaha YZF-R15 2.0,65000,27909,First,7,150,Yamaha
3721,Hero HF Deluxe,38000,23497,First,5,100,Hero
3722,Bajaj Pulsar 150cc,45000,21000,First,4,150,Bajaj
3723,TVS Apache RTR,45000,25000,First,5,160,TVS
3724,Yamaha FZ16 150cc,32600,23500,First,7,150,Yamaha
3725,Royal Enfield Classic,119000,8699,First,4,350,Royal Enfield
3726,Royal Enfield Classic,150000,4900,First,4,350,Royal Enfield
3727,Honda CB Shine,37500,20192,First,5,125,Honda
3728,Hero Passion Pro,17000,33000,First,11,100,Hero
3729,TVS Apache RTR,95000,14000,First,3,200,TVS
3730,Bajaj CT 100,34500,26383,First,4,100,Bajaj
3731,Yamaha YZF-R15 S,75000,48000,First,5,150,Yamaha
3732,KTM Duke 250cc,140000,9465,First,4,250,KTM
3733,TVS Apache RTR,45000,20431,First,7,160,TVS
3734,Hero Splendor Plus,36000,18988,First,6,100,Hero
3735,Royal Enfield Classic,130000,5300,First,3,350,Royal Enfield
3736,TVS Star Sport,11000,52000,First,14,100,TVS
3737,Hero HF Deluxe,22000,18000,First,8,100,Hero
3738,TVS Apache 150cc,23000,174638,First,14,150,TVS
3739,Yamaha FZ 150cc,29000,35200,First,11,150,Yamaha
3740,Honda Livo 110cc,46000,12974,First,4,110,Honda
3741,Yamaha Fazer 150cc,35000,24000,First,9,150,Yamaha
3742,Bajaj Pulsar 150cc,55000,19309,First,5,150,Bajaj
3743,Yamaha FZ 150cc,44000,21460,First,7,150,Yamaha
3744,TVS Star City,28000,25639,First,9,110,TVS
3745,Hero Honda Splendor,24000,45238,First,10,100,Hero
3746,BMW S 1000,1800000,2600,First,4,1000,BMW
3747,Hero Splendor Pro,24000,36244,First,7,100,Hero
3748,Kawasaki Versys 1000,901000,25000,First,4,1000,Kawasaki
3749,Yamaha YZF-R15 150cc,47000,59718,First,10,150,Yamaha
3750,Yamaha YZF-R15 150cc,50000,26408,First,11,150,Yamaha
3751,Hero Splendor Plus,38500,22464,First,5,100,Hero
3752,KTM RC 200cc,88900,21000,First,7,200,KTM
3753,Bajaj Avenger 220cc,60000,26132,First,6,220,Bajaj
3754,Bajaj Platina 100cc,25200,21000,First,5,100,Bajaj
3755,Royal Enfield Bullet,83000,25000,First,6,350,Royal Enfield
3756,KTM Duke 200cc,75000,29000,First,8,200,KTM
3757,Hyosung GT250R,287500,17500,First,5,250,Hyosung
3758,Bajaj Pulsar 150cc,23500,43100,First,11,150,Bajaj
3759,KTM RC 200cc,118000,14000,First,5,200,KTM
3760,KTM RC 200cc,130000,17800,First,5,200,KTM
3761,Royal Enfield Thunderbird,58000,66650,Second,9,350,Royal Enfield
3762,Bajaj Avenger 200cc,39500,24500,First,12,200,Bajaj
3763,TVS Apache RTR,59900,32000,First,5,180,TVS
3764,Hero Splendor Plus,25000,24000,First,11,100,Hero
3765,Honda CB Unicorn,24000,20000,First,10,150,Honda
3766,Bajaj Pulsar 180cc,20000,53190,First,10,180,Bajaj
3767,Hero Splendor Pro,24000,21169,Second,5,100,Hero
3768,Royal Enfield Classic,130000,5123,First,3,350,Royal Enfield
3769,Bajaj Avenger Street,75000,5500,First,5,220,Bajaj
3770,Honda CB Unicorn,60000,10703,First,4,150,Honda
3771,Kawasaki Z800,615000,17500,Third,6,800,Kawasaki
3772,Honda CB Shine,27000,26000,First,8,125,Honda
3773,Honda CB Shine,26000,18000,First,7,125,Honda
3774,Hero Passion Xpro,30856,26403,First,7,110,Hero
3775,Hero Glamour PGM,25000,38000,First,10,125,Hero
3776,Ducati Diavel 1200cc,1100000,2510,First,3,1200,Ducati
3777,Suzuki Gixxer 150cc,35900,15000,Second,6,150,Suzuki
3778,Bajaj Pulsar 150cc,19000,20090,Second,10,150,Bajaj
3779,Royal Enfield Thunderbird,88400,22500,First,6,350,Royal Enfield
3780,Royal Enfield Thunderbird,130000,5900,First,4,350,Royal Enfield
3781,Royal Enfield Continental,285000,4500,First,2,650,Royal Enfield
3782,Royal Enfield Thunderbird,165000,5799,First,4,350,Royal Enfield
3783,Royal Enfield Classic,60000,28000,First,9,350,Royal Enfield
3784,Honda CB Unicorn,65000,20000,First,4,150,Honda
3785,Triumph Speed Triple,900000,8000,Second,5,1050,Triumph
3786,Yamaha YZF-R15 2.0,46000,49994,First,9,150,Yamaha
3787,Yamaha SZR 150cc,19000,17999,First,9,150,Yamaha
3788,Yamaha Gladiator 125cc,9400,70000,Second,12,125,Yamaha
3789,Yamaha FZ V,26000,34000,First,8,150,Yamaha
3790,Bajaj Pulsar 150cc,6400,100000,First,18,150,Bajaj
3791,Bajaj Pulsar 150cc,6700,81000,First,17,150,Bajaj
3792,Yamaha FZ V,52800,22000,First,4,150,Yamaha
3793,Yamaha FZ V,54000,5020,Second,4,150,Yamaha
3794,Yamaha FZs 150cc,35000,18227,First,9,150,Yamaha
3795,Hero CBZ Xtreme,9000,62135,Second,13,150,Hero
3796,Ducati Monster 797,590000,6985,First,4,797,Ducati
3797,Honda Livo Disc,40000,24134,First,4,110,Honda
3798,TVS Apache RTR,60000,14525,First,3,160,TVS
3799,Royal Enfield Classic,165000,11500,First,4,500,Royal Enfield
3800,Honda CD 110,28400,18958,First,5,110,Honda
3801,Bajaj Discover 150F,21000,50000,First,7,150,Bajaj
3802,Hero Passion Pro,16000,35000,First,12,100,Hero
3803,TVS Apache RTR,30000,42175,First,8,160,TVS
3804,Royal Enfield Classic,121400,18500,First,6,500,Royal Enfield
3805,Royal Enfield Thunderbird,110000,23350,First,7,500,Royal Enfield
3806,Honda CB Unicorn,53000,14432,First,4,160,Honda
3807,TVS Star Sport,34000,5400,First,5,100,TVS
3808,KTM Duke 390cc,200000,11700,First,4,390,KTM
3809,Hero Super Splendor,25000,35000,First,8,125,Hero
3810,Yamaha FZ16 150cc,38000,12250,First,10,150,Yamaha
3811,KTM RC 390cc,175000,10880,First,4,390,KTM
3812,Bajaj Pulsar 220F,90000,2463,First,3,220,Bajaj
3813,Kawasaki Z800,550000,18500,Third,8,800,Kawasaki
3814,Hero Splendor Plus,27000,61421,First,8,100,Hero
3815,Suzuki Gixxer SF,50000,15600,First,5,150,Suzuki
3816,Bajaj Avenger Street,66000,26592,First,4,220,Bajaj
3817,Harley-Davidson Street 750,486000,2600,First,5,750,Harley-Davidson
3818,Yamaha YZF-R15 2.0,60000,52000,First,8,150,Yamaha
3819,Bajaj Platina 110,55000,5200,First,2,110,Bajaj
3820,Hero HF Deluxe,34000,21163,First,4,100,Hero
3821,Harley-Davidson XG750 750cc,450000,1000,First,7,750,Harley-Davidson
3822,Royal Enfield Thunderbird,81000,39865,First,6,350,Royal Enfield
3823,KTM Duke 390cc,175000,34000,First,4,390,KTM
3824,Royal Enfield Thunderbird,83000,49000,Second,7,350,Royal Enfield
3825,Hero Splendor iSmart,25000,12537,First,6,100,Hero
3826,Suzuki Gixxer SF,40000,52000,First,5,150,Suzuki
3827,Hero Splendor Plus,35000,13328,First,4,100,Hero
3828,Bajaj Pulsar NS200,54500,14000,First,6,200,Bajaj
3829,Bajaj Platina 100cc,20700,32340,First,7,100,Bajaj
3830,Honda CBR 250R,90000,31074,First,8,250,Honda
3831,Honda CBR 250R,78400,23180,Second,8,250,Honda
3832,Harley-Davidson Street 750,381700,2000,First,6,750,Harley-Davidson
3833,KTM Duke 250cc,198599,930,First,3,250,KTM
3834,Jawa Standard 295CC,223000,400,First,3,295,Jawa
3835,Hero HF Deluxe,32000,43000,First,6,100,Hero
3836,Bajaj Avenger Cruise,69000,3542,First,3,220,Bajaj
3837,TVS Apache RTR,45000,18000,First,5,160,TVS
3838,Bajaj Platina 100cc,23000,18000,First,9,100,Bajaj
3839,Bajaj Pulsar 220cc,51000,39766,First,7,220,Bajaj
3840,TVS Apache RTR,36000,21657,First,9,160,TVS
3841,Royal Enfield Classic,145500,33486,First,4,350,Royal Enfield
3842,Bajaj Pulsar 135LS,33000,5188,First,6,135,Bajaj
3843,Bajaj Pulsar 135LS,21316,39000,First,11,135,Bajaj
3844,Royal Enfield Thunderbird,110000,15400,First,4,500,Royal Enfield
3845,Hero HF Deluxe,36000,17000,Second,4,100,Hero
3846,Bajaj Dominar 400,115000,13797,First,4,400,Bajaj
3847,Royal Enfield Bullet,82000,15418,Second,10,350,Royal Enfield
3848,Hero Karizma R,20000,73317,Second,13,223,Hero
3849,Royal Enfield Classic,96300,28000,First,9,350,Royal Enfield
3850,Royal Enfield Classic,97000,41211,First,7,350,Royal Enfield
3851,Royal Enfield Classic,85000,24592,First,10,350,Royal Enfield
3852,Honda Dream Yuga,47600,18000,First,4,110,Honda
3853,Honda CB Unicorn,33000,15250,First,9,150,Honda
3854,Bajaj Discover 100cc,19000,26527,First,16,100,Bajaj
3855,TVS Jive 110cc,10000,35000,Second,11,110,TVS
3856,Bajaj Pulsar RS200,101697,7734,First,4,200,Bajaj
3857,Bajaj Pulsar 220F,48000,54990,First,6,220,Bajaj
3858,Bajaj Pulsar 220F,46500,16540,Second,6,220,Bajaj
3859,Bajaj CT 100,10000,37066,Second,16,100,Bajaj
3860,Hero Glamour Disc,39000,52000,First,6,125,Hero
3861,Honda CB Unicorn,35000,24000,First,11,150,Honda
3862,Royal Enfield Himalayan,135000,9600,First,5,410,Royal Enfield
3863,Hero Glamour Disc,24000,65000,First,11,125,Hero
3864,Harley-Davidson Iron 883,378000,13000,First,8,883,Harley-Davidson
3865,TVS Apache RTR,45000,18611,First,5,180,TVS
3866,Bajaj Avenger 220cc,40000,3443,First,6,220,Bajaj
3867,Bajaj Avenger 220cc,32000,10576,First,8,220,Bajaj
3868,Royal Enfield Thunderbird,104400,41000,First,5,350,Royal Enfield
3869,Suzuki Gixxer 150cc,38000,25000,First,6,150,Suzuki
3870,Hero Passion Pro,61000,5250,First,3,100,Hero
3871,Mahindra Mojo 300cc,107000,5000,First,3,300,Mahindra
3872,Bajaj Pulsar RS200,100400,5300,First,6,200,Bajaj
3873,Royal Enfield Standard,109000,13110,Second,5,500,Royal Enfield
3874,Suzuki Gixxer 150cc,40362,14653,First,6,150,Suzuki
3875,Hero Passion Plus,13000,65000,First,14,100,Hero
3876,Bajaj Dominar 400,130000,23400,First,4,400,Bajaj
3877,Bajaj Pulsar RS200,70000,25240,First,6,200,Bajaj
3878,Royal Enfield Classic,120000,13560,First,4,350,Royal Enfield
3879,Hero Passion Pro,42000,26839,First,3,100,Hero
3880,Honda CB Twister,13500,50000,First,10,110,Honda
3881,Hero Karizma ZMR,70000,10000,Third,4,223,Hero
3882,Bajaj V15 150cc,35000,35020,First,5,150,Bajaj
3883,Bajaj Pulsar RS200,80000,42173,First,5,200,Bajaj
3884,KTM RC 200cc,105000,28000,First,6,200,KTM
3885,Bajaj V15 150cc,42000,12000,First,4,150,Bajaj
3886,Bajaj Pulsar 150cc,20000,36903,First,12,150,Bajaj
3887,Bajaj Avenger Cruise,61500,15264,First,4,220,Bajaj
3888,TVS Apache RR310,190000,6000,First,3,310,TVS
3889,TVS Apache RTR,75000,18304,First,4,200,TVS
3890,Bajaj V15 150cc,40000,17038,First,5,150,Bajaj
3891,Bajaj V15 150cc,35000,23297,Second,5,150,Bajaj
3892,Honda CBF Stunner,24500,51999,First,7,125,Honda
3893,Bajaj Pulsar 150cc,60000,7312,First,2,150,Bajaj
3894,KTM Duke 200cc,143000,2963,First,3,200,KTM
3895,TVS Apache RTR,20000,20000,First,14,160,TVS
3896,Bajaj Pulsar 150cc,35000,47000,First,10,150,Bajaj
3897,Royal Enfield Thunderbird,95000,9000,First,6,350,Royal Enfield
3898,Hero Karizma ZMR,28000,47098,First,9,223,Hero
3899,Bajaj V15 150cc,45000,17900,First,5,150,Bajaj
3900,Hero Passion Pro,25000,14002,Second,10,100,Hero
3901,Royal Enfield Bullet,75000,24203,First,7,350,Royal Enfield
3902,Bajaj Pulsar RS200,98000,28026,First,5,200,Bajaj
3903,Hero Hunk 150cc,12800,50000,First,13,150,Hero
3904,KTM RC 390cc,198000,5640,First,3,390,KTM
3905,Royal Enfield Classic,95000,20000,First,6,350,Royal Enfield
3906,Mahindra Centuro 110cc,25000,38247,First,8,110,Mahindra
3907,Royal Enfield Bullet,110000,24300,First,3,350,Royal Enfield
3908,Bajaj Pulsar 150cc,35000,45189,First,10,150,Bajaj
3909,Bajaj Pulsar 150cc,16000,99000,First,11,150,Bajaj
3910,Bajaj V15 150cc,66400,2600,First,4,150,Bajaj
3911,Hero Passion Xpro,26000,43625,First,8,110,Hero
3912,Yamaha FZs 150cc,43000,38000,First,7,150,Yamaha
3913,Bajaj Avenger 220cc,40000,19300,First,7,220,Bajaj
3914,Royal Enfield Thunderbird,85000,33783,First,7,350,Royal Enfield
3915,Bajaj V15 150cc,52000,4725,First,5,150,Bajaj
3916,Bajaj Dominar 400,125000,8930,First,4,400,Bajaj
3917,Yamaha YZF-R15 V3,121000,13013,First,3,150,Yamaha
3918,Hero Karizma R,35000,28000,Second,6,223,Hero
3919,Royal Enfield Thunderbird,96000,16317,Second,5,350,Royal Enfield
3920,Honda CBF Stunner,19000,69761,First,9,125,Honda
3921,Royal Enfield Classic,130800,24000,First,5,350,Royal Enfield
3922,Bajaj Pulsar NS200,60000,4200,First,9,200,Bajaj
3923,KTM Duke 200cc,67000,25000,Second,8,200,KTM
3924,Honda CBR 250R,80000,25000,First,7,250,Honda
3925,Bajaj Pulsar 220cc,50300,14000,First,7,220,Bajaj
3926,Honda CBF Stunner,23400,15000,First,9,125,Honda
3927,KTM Duke 390cc,105000,18000,First,6,390,KTM
3928,Bajaj Discover 100cc,21100,21000,First,11,100,Bajaj
3929,Hyosung GT250R,283700,4400,First,5,250,Hyosung
3930,Hero Splendor 100cc,27500,32659,First,10,100,Hero
3931,Hero CD Deluxe,25000,39000,First,9,100,Hero
3932,Yamaha YZF-R15 2.0,90000,17000,First,4,150,Yamaha
3933,Hero Splendor Plus,20300,46000,First,15,100,Hero
3934,Honda CB Shine,55800,4000,First,4,125,Honda
3935,Bajaj Dominar 400,125000,31243,First,4,400,Bajaj
3936,Royal Enfield Thunderbird,160000,5000,First,4,350,Royal Enfield
3937,Bajaj Pulsar 150cc,12982,100000,Second,12,150,Bajaj
3938,Honda CB Shine,25000,25000,Second,7,125,Honda
3939,TVS Star City,25000,16565,First,6,110,TVS
3940,Yamaha FZ V,51000,26219,First,6,150,Yamaha
3941,Hero Hunk 150cc,18200,45000,First,12,150,Hero
3942,Bajaj Discover 135cc,15000,36888,First,13,135,Bajaj
3943,Royal Enfield Classic,84000,19912,First,7,350,Royal Enfield
3944,Royal Enfield Classic,128000,5541,First,4,500,Royal Enfield
3945,Bajaj Pulsar 135LS,30000,30000,First,6,135,Bajaj
3946,Bajaj Pulsar AS150,60000,15927,Second,6,150,Bajaj
3947,KTM RC 390cc,158000,3834,First,4,390,KTM
3948,Bajaj Pulsar NS200,43600,60000,First,8,200,Bajaj
3949,Bajaj Pulsar 150cc,15000,532,First,14,150,Bajaj
3950,Hero Splendor iSmart,57999,3000,First,4,110,Hero
3951,Yamaha YZF-R15 2.0,58000,28000,First,7,150,Yamaha
3952,Honda CB Shine,32000,31000,First,10,125,Honda
3953,Honda CB Shine,65000,2500,First,3,125,Honda
3954,KTM Duke 390cc,133000,26000,First,5,390,KTM
3955,Bajaj Pulsar 150cc,29200,30000,First,8,150,Bajaj
3956,Honda CB Hornet,91000,5500,First,2,160,Honda
3957,Royal Enfield Thunderbird,115000,24000,First,4,350,Royal Enfield
3958,Bajaj Platina 100cc,50000,200,First,3,100,Bajaj
3959,KTM Duke 390cc,140000,7000,First,6,390,KTM
3960,Bajaj Discover 125M,36000,4838,First,4,125,Bajaj
3961,Bajaj Discover 100M,32000,26500,First,7,100,Bajaj
3962,TVS Apache RTR,100000,1300,First,4,200,TVS
3963,Yamaha FZ S,55000,43000,First,5,150,Yamaha
3964,Royal Enfield Bullet,62000,23367,First,15,350,Royal Enfield
3965,Yamaha YZF-R15 2.0,60000,18200,First,9,150,Yamaha
3966,Hero CBZ Xtreme,28000,25000,First,9,150,Hero
3967,KTM Duke 200cc,120000,16000,Second,7,200,KTM
3968,Honda CB Unicorn,20000,35063,Second,13,150,Honda
3969,Yamaha FZ S,73000,14000,First,3,150,Yamaha
3970,Bajaj Avenger Street,45000,15000,First,5,150,Bajaj
3971,Royal Enfield Classic,170000,6000,First,3,500,Royal Enfield
3972,Bajaj Avenger 220cc,55000,38000,First,6,220,Bajaj
3973,Bajaj Avenger Street,83100,13450,First,4,150,Bajaj
3974,Hero Splendor iSmart,25000,50000,First,7,100,Hero
3975,Honda CB ShineSP,39200,16500,Second,5,125,Honda
3976,Royal Enfield Classic,141000,4625,First,3,350,Royal Enfield
3977,Royal Enfield Classic,134400,1550,First,4,350,Royal Enfield
3978,Bajaj Pulsar 150cc,15000,70000,First,13,150,Bajaj
3979,Royal Enfield Bullet,78500,35596,First,6,350,Royal Enfield
3980,Royal Enfield Thunderbird,170000,500,First,2,350,Royal Enfield
3981,Bajaj Discover 125cc,52000,3400,First,3,125,Bajaj
3982,Hero Splendor Plus,29500,36484,First,8,100,Hero
3983,Honda CB Trigger,36000,30000,First,7,150,Honda
3984,Bajaj Avenger Street,65000,30000,First,4,150,Bajaj
3985,Bajaj Avenger 220cc,50000,1234,Second,7,220,Bajaj
3986,Yamaha FZ16 150cc,42500,16435,First,7,150,Yamaha
3987,Yamaha FZ S,43000,60000,First,7,150,Yamaha
3988,Honda CBR 250R,80000,35000,First,10,250,Honda
3989,Hero Splendor Pro,21000,7100,First,9,100,Hero
3990,Yamaha FZ16 150cc,45000,72354,First,10,150,Yamaha
3991,Bajaj Discover 125cc,10500,717794,First,15,125,Bajaj
3992,Bajaj Pulsar 150cc,29500,25000,First,10,150,Bajaj
3993,Bajaj Pulsar 220F,38000,58816,First,11,220,Bajaj
3994,Honda CBR 250R,150000,2200,First,4,250,Honda
3995,Hero Passion Pro,30000,22560,First,7,100,Hero
3996,Royal Enfield Classic,115000,18057,Second,5,350,Royal Enfield
3997,Hero Super Splendor,19000,78822,First,8,125,Hero
3998,Yamaha Fazer 150cc,34000,38000,First,11,150,Yamaha
3999,Hero Karizma ZMR,28000,14256,First,12,223,Hero
4000,Royal Enfield Bullet,125000,9858,First,4,350,Royal Enfield
4001,KTM RC 390cc,110000,25327,First,5,390,KTM
4002,Bajaj Avenger 220cc,41000,71303,First,6,220,Bajaj
4003,Bajaj Pulsar 180cc,20000,57500,Second,14,180,Bajaj
4004,Hero CD Deluxe,11000,20000,First,12,100,Hero
4005,Royal Enfield Classic,109000,13000,First,6,350,Royal Enfield
4006,Bajaj Pulsar 220F,63000,21000,First,4,220,Bajaj
4007,Bajaj V15 150cc,41999,54362,First,4,150,Bajaj
4008,Bajaj Pulsar RS200,87000,35450,First,6,200,Bajaj
4009,Hero Glamour 125cc,41400,21000,First,4,125,Hero
4010,TVS Star 100cc,9000,72378,First,15,100,TVS
4011,Bajaj  Pulsar,22000,54000,Second,13,180,Bajaj
4012,Royal Enfield Bullet,123400,5000,First,4,350,Royal Enfield
4013,Honda CBF Stunner,17000,35655,First,10,125,Honda
4014,Bajaj XCD 135,18000,42000,First,11,135,Bajaj
4015,Bajaj Pulsar RS200,82500,13000,First,6,200,Bajaj
4016,Suzuki Gixxer SF,70000,7900,First,6,150,Suzuki
4017,Honda CB Hornet,51000,24800,First,5,160,Honda
4018,KTM Duke 250cc,155000,7563,First,3,250,KTM
4019,Royal Enfield Bullet,75068,16919,First,9,350,Royal Enfield
4020,Royal Enfield Thunderbird,153000,10000,First,3,500,Royal Enfield
4021,Hero Karizma ZMR,35300,55000,First,8,223,Hero
4022,Hero Karizma R,22000,16750,First,10,223,Hero
4023,Bajaj V15 150cc,36800,41090,Second,4,150,Bajaj
4024,Bajaj Avenger Street,49000,13281,First,5,150,Bajaj
4025,Bajaj V12 125cc,37000,29094,First,4,125,Bajaj
4026,Honda CBF Stunner,21400,45000,First,8,125,Honda
4027,Royal Enfield Bullet,93000,4761,First,6,350,Royal Enfield
4028,Suzuki Intruder SP,100000,9200,First,3,150,Suzuki
4029,Suzuki Intruder SP,100500,6000,First,3,150,Suzuki
4030,Royal Enfield Electra,90000,14330,First,3,350,Royal Enfield
4031,Royal Enfield Thunderbird,55000,15000,Second,12,350,Royal Enfield
4032,Royal Enfield Classic,119000,14735,First,5,500,Royal Enfield
4033,Bajaj Pulsar 220cc,26000,55686,Second,9,220,Bajaj
4034,Royal Enfield Thunderbird,113000,14200,First,4,350,Royal Enfield
4035,Bajaj Pulsar 150cc,40000,75000,First,8,150,Bajaj
4036,Bajaj Pulsar 150cc,32000,21000,First,5,150,Bajaj
4037,Bajaj Discover 135cc,13500,477976,First,14,135,Bajaj
4038,Yamaha YZF-R15 2.0,66400,27481,Second,7,150,Yamaha
4039,Honda CBR 150R,67000,43871,First,6,150,Honda
4040,Royal Enfield Himalayan,140000,9000,First,5,410,Royal Enfield
4041,Yamaha FZs 150cc,45000,32375,First,8,150,Yamaha
4042,Bajaj Pulsar 220F,61000,41000,First,7,220,Bajaj
4043,Honda Dream Yuga,38000,16500,First,9,110,Honda
4044,Honda CBR 150R,75500,23800,First,7,150,Honda
4045,Suzuki Intruder 150cc,125000,700,First,3,150,Suzuki
4046,Bajaj V15 150cc,49100,10000,First,5,150,Bajaj
4047,Royal Enfield Bullet,95000,15288,Second,5,350,Royal Enfield
4048,Bajaj Pulsar RS200,85000,26000,First,6,200,Bajaj
4049,Royal Enfield Bullet,110000,26927,First,6,350,Royal Enfield
4050,Bajaj Discover150 150cc,28000,25000,First,7,150,Bajaj
4051,Royal Enfield Classic,109500,13000,First,8,500,Royal Enfield
4052,Royal Enfield Thunderbird,99000,19000,First,6,350,Royal Enfield
4053,Bajaj Avenger Street,69999,7054,First,5,150,Bajaj
4054,Royal Enfield Thunderbird,115000,12000,First,6,350,Royal Enfield
4055,Hero Passion Plus,24000,6000,First,10,100,Hero
4056,Hero Xtreme Sports,56000,17330,First,6,149,Hero
4057,Bajaj Discover 125ST,24500,21891,First,7,125,Bajaj
4058,Bajaj Pulsar 180cc,36999,57811,First,8,180,Bajaj
4059,Royal Enfield Classic,110439,3000,First,9,500,Royal Enfield
4060,Royal Enfield Classic,116762,30000,First,7,500,Royal Enfield
4061,Honda CB Hornet,67000,12000,First,4,160,Honda
4062,Yamaha Fazer 150cc,40000,38000,First,8,150,Yamaha
4063,Bajaj Platina 100cc,26000,17695,First,8,100,Bajaj
4064,Royal Enfield Classic,140000,9788,First,5,350,Royal Enfield
4065,TVS Apache RTR,92300,10000,First,4,200,TVS
4066,Hero Passion Plus,20100,45330,First,14,100,Hero
4067,Bajaj Pulsar AS150,69000,22000,First,6,150,Bajaj
4068,Honda CB Unicorn,26000,33000,First,12,150,Honda
4069,Royal Enfield Thunderbird,139000,17000,First,4,350,Royal Enfield
4070,Royal Enfield Thunderbird,97500,19562,First,7,350,Royal Enfield
4071,Yamaha FZs 150cc,48000,11000,First,7,150,Yamaha
4072,Royal Enfield Thunderbird,140900,1400,First,6,500,Royal Enfield
4073,Royal Enfield Thunderbird,179000,14000,First,4,500,Royal Enfield
4074,Bajaj Pulsar 150cc,25000,60000,First,9,150,Bajaj
4075,Royal Enfield Classic,180000,4030,First,4,500,Royal Enfield
4076,Bajaj Avenger Street,84000,1920,First,4,150,Bajaj
4077,Royal Enfield Thunderbird,125000,20000,First,6,350,Royal Enfield
4078,Bajaj Pulsar AS200,55000,27000,First,8,200,Bajaj
4079,Hero Xtreme Sports,65000,3200,First,5,150,Hero
4080,Suzuki Gixxer SF,88000,8000,First,4,150,Suzuki
4081,Honda Dream Yuga,27500,18000,First,7,110,Honda
4082,Royal Enfield‎ Bullet,80000,23895,First,7,350,Royal Enfield
4083,Hero Splendor Plus,19600,42000,Second,11,100,Hero
4084,Royal Enfield Bullet,95000,25000,First,5,350,Royal Enfield
4085,Royal Enfield Electra,99000,23397,First,4,350,Royal Enfield
4086,Hero CBZ 150cc,30000,51528,First,9,150,Hero
4087,Bajaj Pulsar 220cc,120000,10147,First,3,220,Bajaj
4088,Bajaj Pulsar RS200,110000,9119,First,5,200,Bajaj
4089,KTM Duke 390cc,100000,7000,First,7,390,KTM
4090,Honda CB ShineSP,55000,10000,First,4,125,Honda
4091,Hero Honda Splendor,21000,19000,First,10,100,Hero
4092,Hero Splendor NXG,20000,70628,First,10,100,Hero
4093,Hero Passion Pro,25000,58137,First,10,100,Hero
4094,Hero Karizma R,42000,35000,First,7,223,Hero
4095,Royal Enfield Classic,110000,5073,First,5,350,Royal Enfield
4096,KTM Duke 390cc,106000,14403,First,5,390,KTM
4097,Yamaha YZF-R15 2.0,74000,23000,First,7,150,Yamaha
4098,Bajaj Pulsar 150cc,18600,56000,First,10,150,Bajaj
4099,Harley-Davidson Street 750,472000,550,First,3,750,Harley-Davidson
4100,Royal Enfield Thunderbird,89000,13000,First,8,350,Royal Enfield
4101,Royal Enfield Thunderbird,95000,40500,First,8,500,Royal Enfield
4102,TVS Apache RTR,65000,18500,First,5,160,TVS
4103,KTM RC 200cc,125000,8200,First,5,200,KTM
4104,Harley-Davidson Street 750,430000,1200,First,6,750,Harley-Davidson
4105,Hero Passion Pro,35000,9500,First,6,100,Hero
4106,TVS Star City,40000,38950,First,5,110,TVS
4107,TVS Apache RTR,40000,80000,First,9,160,TVS
4108,KTM RC 200cc,140000,10000,First,6,200,KTM
4109,Bajaj Discover 110cc,55000,2000,First,3,110,Bajaj
4110,Bajaj Avenger 150cc,59999,20850,First,7,150,Bajaj
4111,Royal Enfield Thunderbird,112100,22800,First,5,350,Royal Enfield
4112,Royal Enfield Thunderbird,137999,7900,First,5,500,Royal Enfield
4113,Bajaj Avenger Street,70000,11000,First,4,150,Bajaj
4114,Honda CB Twister,25000,28000,First,7,110,Honda
4115,Hero Hunk 150cc,15600,50000,First,13,150,Hero
4116,Bajaj Avenger 220cc,44600,39500,First,8,220,Bajaj
4117,KTM RC 390cc,225000,2400,First,4,390,KTM
4118,Royal Enfield Classic,120000,2827,First,5,350,Royal Enfield
4119,Royal Enfield Classic,118000,12434,First,6,500,Royal Enfield
4120,Royal Enfield Machismo,150000,38000,First,14,500,Royal Enfield
4121,Yamaha FZ16 150cc,30000,9300,First,11,150,Yamaha
4122,Yamaha YZF-R15 2.0,41000,60000,First,10,150,Yamaha
